ID do cliente;CPF do cliente;Nome do cliente;Telefone com DDD;Logradouro;UF;Município;ID do produto;Nome do produto;Preço unitário;Quantidade comprada;Valor total pago;Taxa de entrega;Nome do entregador;Data da compra;Data da entrega
139;836.142.075-44;Luara Novaes;+55 (071) 0439 7359;Trevo de Costa, 84;RJ;Petrópolis;4;Mouse;80;8;662.93;22.93;Breno Cirino;2025-10-25;2025-10-31
140;160.324.578-26;Jade Abreu;(071) 7202 5909;Lagoa de Mendonça, 285;CE;Juazeiro do Norte;4;Mouse;80;4;331.73;11.73;Sra. Valentina Câmara;2025-10-25;2025-10-29
141;826.473.015-90;Lucas Farias;21 4398 7801;Praia Rodrigo Ramos, 193;SP;Campinas;2;Smartphone;1800;10;18038.13;38.13;Luna Garcia;2025-10-23;2025-11-02
142;;;31 1128-8013;Favela de Rodrigues, 41;SP;Santos;10;Webcam;300;1;337.61;37.61;Maya Ramos;2025-10-17;2025-10-18
143;207.598.436-00;José Novais;+55 11 9346 6766;Parque Rocha, 9;SP;São Paulo;9;Pen Drive;60;1;106.12;46.12;Benício Sá;2025-10-13;2025-10-13
144;159.286.074-58;Maria Laura Ribeiro;+55 (041) 7283 2684;Lagoa Rocha, 90;MG;Uberlândia;2;Smartphone;1800;3;5441.21;41.21;Cecília Campos;2025-09-01;2025-10-07
145;681.279.530-59;Francisco Câmara;0800-431-2908;Sítio de Barbosa, 51;MG;Belo Horizonte;5;Teclado;150;7;1075.34;25.34;Gael Henrique Silveira;2025-10-03;2025-11-01
146;523.084.671-26;Milena Farias;0800-492-9955;Aeroporto Dias, 73;RJ;Niterói;3;Fone de Ouvido;250;6;1534.78;34.78;Luiz Miguel Carvalho;2025-10-09;2025-10-17
147;798.263.045-65;Davi Miguel Nascimento;+55 (081) 4110-8099;Favela de Andrade, 948;CE;Juazeiro do Norte;9;Pen Drive;60;7;453.79;33.79;Clarice Fonseca;2025-09-22;2025-10-29
148;942.385.017-05;Alexia Ribeiro;+55 41 9282-7229;Distrito de Sousa, 15;SP;Santos;3;Fone de Ouvido;250;5;1275.76;25.76;Ryan da Conceição;2025-09-02;2025-09-24
149;035.867.941-93;Vicente Porto;+55 84 4989-2665;Campo de Moreira, 46;MG;Juiz de Fora;8;HD Externo;400;1;448.88;48.88;Maria Luiza Fogaça;2025-10-17;2025-10-22
150;702.315.894-41;Dom Cirino;+55 (031) 5913-6517;Recanto Otto Pastor, 16;SP;Santos;3;Fone de Ouvido;250;4;1019.36;19.36;Augusto Cardoso;2025-10-02;2025-10-07
151;802.917.543-41;Allana Silveira;(011) 1379 7723;Trevo João Pedro Vieira, 929;SP;Santos;8;HD Externo;400;4;1637.44;37.44;Enzo Silveira;2025-10-09;2025-11-01
152;913.768.052-86;Sofia Rodrigues;84 2912 7990;Rodovia de Sá, 2;CE;Rio de Janeiro;3;Fone de Ouvido;250;10;2527.56;27.56;Caroline Pereira;2025-09-30;2025-09-30
153;689.204.351-89;Marcela Pastor;0500 162 4731;Setor de Jesus, 13;SP;São Paulo;1;Notebook;3500;4;14034.2;34.2;Dra. Alana Oliveira;2025-09-29;2025-10-17
154;635.820.197-21;Vitor Gabriel Lima;0300 594 6368;Recanto de Cavalcanti, 98;RJ;Petrópolis;7;Impressora;700;2;1413.94;13.94;Isis das Neves;2025-10-03;2025-10-27
155;621.573.908-12;Maria Liz Viana;(081) 8902 6012;Praça de Borges, 5;CE;Juazeiro do Norte;9;Pen Drive;60;2;127.75;7.75;Léo Barros;2025-10-04;2025-10-25
156;684.570.123-71;Alexia Costa;41 4309-8839;Área de Fonseca, 30;RJ;Fortaleza;10;Webcam;300;3;918.21;18.21;João Guilherme Vasconcelos;2025-09-22;2025-10-20
157;630.597.421-70;Dra. Marcela Ferreira;+55 84 3937-6904;Rodovia Heitor Novais, 9;SP;Santos;7;Impressora;700;9;6329.41;29.41;Luigi Camargo;2025-10-16;2025-11-02
158;847.396.152-82;Natália Pastor;+55 (041) 7141 6335;Rua Stella Albuquerque, 53;RJ;Fortaleza;9;Pen Drive;60;1;66.49;6.49;Murilo Rocha;2025-10-13;2025-10-20
159;827.961.503-21;Gabriela da Costa;+55 41 4333-3952;Condomínio Barros, 19;CE;Juazeiro do Norte;2;Smartphone;1800;1;1828.74;28.74;Ana Cecília Mendes;2025-09-20;2025-10-03
160;947.182.305-60;Vinicius Lima;(081) 8085-6271;Quadra de Dias, 1;SP;Santos;10;Webcam;300;2;607.23;7.23;Giovanna Garcia;2025-10-03;2025-10-13
161;942.871.563-82;Sr. Theo Lima;+55 (084) 6556-4729;Viela de da Conceição, 5;CE;Juazeiro do Norte;6;Monitor;900;10;9008.36;8.36;Pedro Garcia;2025-09-10;2025-10-23
162;270.135.694-61;Letícia da Cunha;84 9061-2034;Colônia de Machado, 64;CE;Juazeiro do Norte;10;Webcam;300;5;1516.25;16.25;Dr. Luiz Felipe Almeida;2025-09-23;2025-10-07
163;932.675.481-28;Sra. Anna Liz Garcia;0800-472-2569;Campo Emanuel Castro, 63;CE;Rio de Janeiro;2;Smartphone;1800;3;5416.51;16.51;Dr. João Felipe Pereira;2025-10-07;2025-10-14
164;759.318.062-02;Isis Souza;+55 21 3261 1178;Passarela Moura;MG;Juiz de Fora;3;Fone de Ouvido;250;3;763.32;13.32;Cauã da Luz;2025-10-05;2025-10-07
165;643.152.780-17;Vinicius Cavalcante;+55 (041) 0557 7848;Vila Nogueira, 89;CE;Caucaia;9;Pen Drive;60;8;494.15;14.15;Maya Moura;2025-10-06;2025-10-20
166;573.608.214-44;Eduardo da Rosa;+55 (021) 0825 4780;Recanto Ana Clara Albuquerque, 44;RJ;Fortaleza;10;Webcam;300;1;329.93;29.93;Yan Freitas;2025-09-10;2025-10-27
167;693.157.408-66;Otávio Pires;+55 41 8944-8463;Estação Carvalho, 81;RJ;Fortaleza;3;Fone de Ouvido;250;4;1037.8;37.8;Milena da Mata;2025-10-10;2025-10-21
168;502.846.193-70;Davi Lucas Silva;(031) 0312-0735;Residencial Esther Martins, 6;MG;Belo Horizonte;2;Smartphone;1800;10;18005.12;5.12;Diogo Araújo;2025-09-14;2025-10-03
169;872.193.045-79;Melina da Cruz;+55 (051) 3718 3764;Vereda Siqueira, 9;SP;Campinas;6;Monitor;900;2;1821.12;21.12;Camila da Cunha;2025-09-27;2025-10-08
170;503.817.264-44;Dante Gonçalves;+55 51 0097 9251;Residencial Borges, 150;RJ;Niterói;7;Impressora;700;8;5611.49;11.49;Sr. Vitor Gabriel Vieira;2025-09-05;2025-10-03
171;589.631.024-24;Sr. José Aparecida;(084) 7848-7392;Largo Maria Helena da Mota, 282;SP;Campinas;4;Mouse;80;1;121.82;41.82;Daniela Machado;2025-09-16;2025-09-28
172;570.694.328-10;Luiz Otávio Vasconcelos;0900-351-8638;Sítio Leandro Pimenta, 75;MG;Juiz de Fora;9;Pen Drive;60;2;127.32;7.32;Luna Camargo;2025-09-04;2025-10-13
173;028.691.543-05;Arthur Gabriel Oliveira;51 7899 4053;Campo de Albuquerque, 27;SP;São Paulo;7;Impressora;700;7;4928.43;28.43;Ana Liz Fonseca;2025-10-01;2025-10-31
174;650.942.783-47;Breno Cunha;41 1138-6338;Travessa Pires, 98;SP;São Paulo;7;Impressora;700;6;4207.06;7.06;Bianca Vargas;2025-10-06;2025-10-16
175;761.984.325-64;Eduarda Nascimento;0300-755-8556;Praça de Silveira, 49;SP;Santos;10;Webcam;300;7;2106.13;6.13;Ísis Cunha;2025-09-21;2025-10-14
176;457.360.918-01;Catarina da Rosa;+55 (011) 4335 0488;Travessa de Cassiano, 1;RJ;Fortaleza;10;Webcam;300;2;613.46;13.46;Maria Alice Cassiano;2025-09-07;2025-09-27
177;938.260.754-47;Srta. Lunna Vieira;(081) 2791-9409;Avenida Vargas, 75;MG;Uberlândia;9;Pen Drive;60;9;547.56;7.56;Bárbara Vargas;2025-09-12;2025-10-15
178;906.824.713-13;Sr. Eduardo Aragão;61 7998 1364;Distrito João Fernandes, 8;MG;Belo Horizonte;5;Teclado;150;10;1528.95;28.95;Ana Julia Novaes;2025-09-22;2025-09-25
179;862.913.547-64;Fernanda Novais;0800-833-1465;Chácara de Camargo, 66;SP;Campinas;5;Teclado;150;4;609.21;9.21;Sr. Lorenzo Ferreira;2025-10-04;2025-10-04
180;425.936.170-80;Guilherme Rodrigues;31 2110 3924;Vila Henry das Neves;MG;Belo Horizonte;5;Teclado;150;7;1091.47;41.47;Olivia Almeida;2025-09-18;2025-10-22
181;394.786.120-69;Valentina Aparecida;+55 61 2043-9407;Campo Gomes, 25;RJ;Fortaleza;2;Smartphone;1800;7;12633.12;33.12;João Vitor Rezende;2025-09-21;2025-11-02
182;815.347.062-08;Natália Novais;+55 (031) 0384 5762;Viela Clarice Fogaça;CE;Caucaia;1;Notebook;3500;8;28034.14;34.14;Liz da Costa;2025-10-27;2025-11-02
183;409.387.256-29;Dr. Davi Miguel Borges;41 8936 3926;Loteamento de Machado, 323;MG;Uberlândia;3;Fone de Ouvido;250;8;2033.9;33.9;Ágatha Rodrigues;2025-10-16;2025-10-31
184;482.319.560-42;Yasmin Silveira;+55 71 2520 5664;Vereda de Sousa, 42;RJ;Petrópolis;10;Webcam;300;2;634.05;34.05;Davi Lucca Cirino;2025-08-31;2025-11-02
185;943.815.067-66;Sra. Catarina Montenegro;0500-752-6772;Fazenda Andrade, 50;CE;Juazeiro do Norte;10;Webcam;300;7;2140.86;40.86;Hellena Souza;2025-10-08;2025-10-13
186;312.946.780-78;Maria Luiza Vasconcelos;+55 (061) 9656 9998;Área de Moreira, 8;SP;São Paulo;4;Mouse;80;7;603.82;43.82;Ana Cecília da Cruz;2025-09-29;2025-10-12
187;086.459.132-24;Liz Vasconcelos;(011) 7264 9082;Praia de Borges, 912;SP;Campinas;6;Monitor;900;6;5414.52;14.52;Matteo Jesus;2025-09-18;2025-09-19
188;739.025.146-80;Danilo Santos;(041) 5186-8926;Área Luigi Farias, 322;SP;Campinas;8;HD Externo;400;7;2836.2;36.2;Benjamim Leão;2025-09-17;2025-10-21
189;742.015.698-02;Raul Monteiro;11 8097-3397;Praia Emanuel Peixoto, 903;RJ;Fortaleza;1;Notebook;3500;7;24531.43;31.43;Gustavo Henrique Aragão;2025-09-09;2025-09-12
190;502.684.719-67;Cauê Leão;+55 (051) 2499-9827;Núcleo de Andrade, 5;RJ;Niterói;4;Mouse;80;10;815.41;15.41;Dr. Mateus Azevedo;2025-10-13;2025-10-30
191;147.902.836-31;Giovanna Sampaio;+55 (084) 9019-8179;Lago de Lima, 954;MG;Uberlândia;3;Fone de Ouvido;250;3;771.22;21.22;Maria Cardoso;2025-10-05;2025-10-19
192;792.418.506-20;Ravi Lucca Pires;+55 71 3966 0558;Favela de Albuquerque, 54;SP;São Paulo;8;HD Externo;400;3;1218.91;18.91;Leandro da Rosa;2025-09-28;2025-10-09
193;015.234.976-61;Dr. Rhavi Melo;+55 (051) 2727 8576;Rua da Rosa, 958;SP;Santos;4;Mouse;80;6;516.44;36.44;Gustavo Henrique Oliveira;2025-10-09;2025-10-28
194;512.706.349-25;Maria Julia Cirino;0300-145-0461;Núcleo Machado, 93;SP;São Paulo;9;Pen Drive;60;2;131.36;11.36;Erick Camargo;2025-09-21;2025-09-22
195;317.409.856-48;Valentina das Neves;(061) 2182 3076;Condomínio de Abreu, 20;MG;Juiz de Fora;7;Impressora;700;10;7040.56;40.56;Dr. Augusto Caldeira;2025-09-29;2025-10-22
196;409.512.683-33;Vitor Dias;(031) 1422-4109;Colônia de Costela, 658;RJ;Petrópolis;10;Webcam;300;9;2705.78;5.78;Diego Santos;2025-10-16;2025-10-26
197;214.796.305-43;Ravy Rocha;+55 (071) 1601 6629;Vila de Sampaio, 69;CE;Caucaia;4;Mouse;80;5;415.32;15.32;Lucas Gabriel Costa;2025-10-11;2025-10-26
198;817.490.365-84;Ravi Lucca Melo;+55 31 3294-5625;Quadra Mariah Alves, 8;SP;São Paulo;1;Notebook;3500;10;35013.18;13.18;Luiz Fernando Mendes;2025-09-26;2025-10-02
199;521.390.864-06;Vitor Martins;71 9639 3827;Loteamento Costela, 666;CE;Juazeiro do Norte;9;Pen Drive;60;10;640.46;40.46;Isabela Cavalcanti;2025-10-08;2025-10-10
200;971.463.250-16;Emanuelly das Neves;71 1919 6570;Conjunto Pacheco;MG;Uberlândia;10;Webcam;300;6;1825.63;25.63;Agatha Sá;2025-09-07;2025-09-15
201;846.973.105-00;Kevin Lopes;(084) 1909 8624;Sítio Cauê Abreu;SP;Santos;10;Webcam;300;2;613.23;13.23;Dra. Maria Alice Camargo;2025-10-19;2025-10-31
202;368.529.417-28;Hadassa Ribeiro;+55 (051) 7238-6562;Conjunto de Carvalho, 2;RJ;Fortaleza;7;Impressora;700;3;2124.21;24.21;Allana Casa Grande;2025-10-11;2025-10-22
203;621.753.489-46;Emilly Marques;31 6876-5326;Travessa Monteiro, 58;CE;Rio de Janeiro;3;Fone de Ouvido;250;3;767.44;17.44;Ísis Oliveira;2025-09-20;2025-11-02
204;975.043.681-48;Stella Barros;41 9137-1894;Loteamento Nascimento, 8;MG;Belo Horizonte;2;Smartphone;1800;3;5428.6;28.6;Sophie Melo;2025-10-02;2025-10-12
205;548.107.236-07;Renan Pacheco;+55 (041) 9049-0471;Campo de Viana, 34;SP;Campinas;7;Impressora;700;2;1408.39;8.39;Lara da Mota;2025-10-19;2025-10-19
206;128.537.960-86;Emilly Moura;+55 (051) 5129 2766;Praia de Silveira, 63;MG;Uberlândia;3;Fone de Ouvido;250;1;279.2;29.2;João Sá;2025-10-17;2025-10-17
207;769.234.158-37;Julia Casa Grande;51 6047 6580;Vereda de Fogaça;SP;São Paulo;3;Fone de Ouvido;250;2;527.25;27.25;Júlia Farias;2025-09-14;2025-10-24
208;467.851.923-82;Emilly Dias;81 0010-6181;Morro Pedro Lucas Silveira, 44;RJ;Niterói;2;Smartphone;1800;1;1811.07;11.07;Apollo Pinto;2025-09-04;2025-10-30
209;318.047.926-40;Francisco da Cunha;(021) 7174 6542;Ladeira Vasconcelos, 7;CE;Caucaia;1;Notebook;3500;8;28028.41;28.41;Lívia Araújo;2025-09-14;2025-10-24
210;271.384.605-62;Diego Nogueira;(021) 3917-4101;Jardim de Vasconcelos;RJ;Fortaleza;8;HD Externo;400;7;2826.07;26.07;Allana Monteiro;2025-09-07;2025-10-13
211;064.152.379-34;Rebeca Mendes;(021) 6183-0671;Morro de Farias, 16;SP;Santos;4;Mouse;80;8;675.05;35.05;Ayla Fonseca;2025-09-30;2025-11-01
212;174.596.083-00;Mathias Caldeira;11 7173 2030;Feira de Mendonça, 91;RJ;Niterói;5;Teclado;150;3;457.61;7.61;Lorena Monteiro;2025-09-30;2025-10-28
213;708.296.513-30;Vicente Marques;61 2931-0270;Área de da Cruz, 30;RJ;Niterói;4;Mouse;80;4;359.26;39.26;Ana Julia das Neves;2025-10-17;2025-10-18
214;921.605.384-42;Guilherme Lima;(081) 6519 8253;Trecho Cavalcanti, 21;SP;Santos;10;Webcam;300;10;3027.24;27.24;Diego Sá;2025-09-23;2025-10-21
215;827.140.653-17;Antony Mendonça;+55 21 0021 9467;Favela Casa Grande, 88;SP;São Paulo;8;HD Externo;400;6;2444.02;44.02;Isabella Cavalcanti;2025-10-05;2025-10-06
216;271.596.304-16;Dante Moura;+55 41 9588 3734;Condomínio Vieira;SP;São Paulo;7;Impressora;700;4;2827.12;27.12;Renan Monteiro;2025-09-09;2025-10-15
217;095.213.674-07;Cauã Sousa;+55 (071) 8220 7811;Praia de Pastor, 456;SP;São Paulo;9;Pen Drive;60;9;559.94;19.94;Dra. Lunna da Conceição;2025-10-14;2025-10-20
218;136.798.504-84;Raquel Aragão;(021) 2397-2652;Estrada de Pires, 44;SP;Santos;6;Monitor;900;7;6317.36;17.36;Sr. Arthur Gabriel Sales;2025-10-02;2025-10-10
219;178.392.560-40;Eloá Oliveira;81 3168-7397;Ladeira Arthur Siqueira, 43;CE;Rio de Janeiro;4;Mouse;80;6;519.82;39.82;Dr. Henry Pastor;2025-10-24;2025-11-02
220;069.734.812-13;Beatriz Machado;11 3180-6325;Via Borges, 8;MG;Belo Horizonte;10;Webcam;300;5;1521.12;21.12;Lorena Castro;2025-10-10;2025-10-30
221;907.316.542-34;Dra. Agatha Pires;+55 11 6580 4649;Favela de Viana, 6;CE;Caucaia;6;Monitor;900;1;935.81;35.81;Srta. Sophie Rocha;2025-09-20;2025-09-22
222;657.402.983-00;Gabrielly Carvalho;(071) 3817 9335;Rodovia Lavínia da Mota, 2;RJ;Niterói;6;Monitor;900;4;3646.56;46.56;Dr. Rael Mendonça;2025-09-28;2025-10-27
223;784.392.061-78;Bruno Gonçalves;+55 (051) 4112-4127;Rua Pires, 5;MG;Juiz de Fora;7;Impressora;700;3;2109.38;9.38;Ágatha Cardoso;2025-09-26;2025-10-11
224;043.961.287-03;Lunna Mendonça;0900 887 7492;Esplanada Vicente da Conceição, 55;SP;Santos;3;Fone de Ouvido;250;9;2285.18;35.18;Diogo Fogaça;2025-09-15;2025-10-31
225;924.165.708-11;Liam Oliveira;+55 81 7452 3805;Núcleo Machado, 528;CE;Juazeiro do Norte;8;HD Externo;400;10;4017.46;17.46;Apollo Guerra;2025-10-23;2025-10-31
226;752.084.931-79;Lavínia Sá;0500 297 5170;Sítio de Camargo, 70;MG;Uberlândia;6;Monitor;900;3;2707.39;7.39;Hellena Machado;2025-09-20;2025-10-04
227;938.621.074-69;Aurora Moraes;61 3759 9805;Praça Freitas, 15;RJ;Petrópolis;3;Fone de Ouvido;250;2;506.69;6.69;Luiz Felipe Ferreira;2025-09-17;2025-10-07
228;813.576.490-10;Sra. Maria Vitória Carvalho;0900 912 3478;Trecho Sá, 11;RJ;Niterói;7;Impressora;700;2;1423.9;23.9;Júlia Leão;2025-09-09;2025-10-04
229;923.178.506-03;Liz Monteiro;84 7300-2447;Viaduto de da Paz;SP;Campinas;4;Mouse;80;10;825.35;25.35;Emanuelly Mendonça;2025-10-22;2025-10-29
230;014.397.268-50;Maya da Luz;(071) 1589-0429;Largo Martins;MG;Belo Horizonte;8;HD Externo;400;2;818.2;18.2;Srta. Maria Alice Castro;2025-09-02;2025-09-24
231;504.278.169-20;Enzo Nogueira;(061) 5445 1895;Aeroporto Carvalho, 845;MG;Juiz de Fora;5;Teclado;150;9;1374.26;24.26;Manuela Castro;2025-09-05;2025-09-14
232;391.860.452-70;Marcela das Neves;21 2798 5240;Fazenda Cardoso, 53;SP;São Paulo;9;Pen Drive;60;6;393.2;33.2;Gustavo Henrique Cardoso;2025-10-26;2025-10-29
233;190.635.742-07;Théo Pastor;+55 (081) 7140 1401;Trevo Costela, 632;SP;São Paulo;6;Monitor;900;5;4508.59;8.59;Caleb Casa Grande;2025-10-18;2025-11-02
234;958.147.620-20;Anthony Gabriel Moura;+55 11 3428-0138;Recanto de Fonseca, 227;CE;Juazeiro do Norte;1;Notebook;3500;4;14040.44;40.44;Luiz Gustavo Garcia;2025-09-24;2025-10-14
235;615.039.872-21;Sra. Ana Cecília Barros;(061) 7164 7947;Pátio de da Rocha, 23;MG;Belo Horizonte;1;Notebook;3500;7;24526.82;26.82;Maria Eduarda Cavalcanti;2025-08-30;2025-10-12
236;167.450.839-57;Bella Sousa;+55 (041) 1535-3961;Residencial Agatha Teixeira, 794;SP;Campinas;8;HD Externo;400;10;4045.74;45.74;Dr. Nathan Mendonça;2025-09-29;2025-10-04
237;718.235.960-02;Carlos Eduardo Sousa;+55 (071) 1702 6952;Vale de Brito, 9;SP;Santos;1;Notebook;3500;1;3518.8;18.8;Nina Costa;2025-09-16;2025-10-09
238;845.697.031-00;Matheus Machado;(051) 6770 0284;Residencial Lopes, 74;CE;Caucaia;8;HD Externo;400;1;417.91;17.91;Brenda Nunes;2025-10-08;2025-10-25
239;879.416.052-01;Maria Flor Pimenta;11 4500 9025;Trecho de Alves, 26;CE;Caucaia;4;Mouse;80;6;524.43;44.43;Manuella Fogaça;2025-09-23;2025-09-25
240;398.524.067-10;Danilo Fernandes;+55 (041) 0850-7698;Alameda Maria Isis Pastor, 6;RJ;Niterói;6;Monitor;900;8;7248.23;48.23;Maria Julia Duarte;2025-10-02;2025-10-27
241;135.842.976-64;Dr. Guilherme Monteiro;+55 11 8344 0496;Vale Souza, 2;MG;Belo Horizonte;8;HD Externo;400;9;3607.67;7.67;Maitê da Mata;2025-09-02;2025-10-21
242;763.208.419-31;Oliver Guerra;+55 61 9878-2082;Favela Maria Helena da Mata, 196;MG;Juiz de Fora;8;HD Externo;400;9;3625.51;25.51;Gabriela Fonseca;2025-09-26;2025-10-05
243;468.201.397-13;Elisa da Cunha;0300-363-1230;Quadra Maria Vitória Novais, 16;MG;Uberlândia;8;HD Externo;400;10;4045.77;45.77;Emanuel da Mata;2025-09-07;2025-09-21
244;482.503.697-00;Dr. Benício Jesus;21 1623 1981;Trecho de Vasconcelos, 247;RJ;Niterói;10;Webcam;300;10;3020.83;20.83;Davi Vargas;2025-10-16;2025-10-21
245;963.715.082-02;Pedro Lucas Jesus;+55 61 9078-5158;Viela Thales da Mota, 85;MG;Belo Horizonte;8;HD Externo;400;1;449.96;49.96;Sra. Lorena Almeida;2025-10-07;2025-10-31
246;093.247.651-16;Camila Nascimento;+55 41 7606-4413;Esplanada Macedo, 16;RJ;Fortaleza;7;Impressora;700;5;3515.31;15.31;Bruno Vasconcelos;2025-10-24;2025-10-28
247;659.701.238-03;Dr. Yan Sousa;(061) 7002 7206;Lagoa de Dias, 311;SP;São Paulo;4;Mouse;80;9;761.55;41.55;Valentim Silva;2025-10-26;2025-11-01
248;265.381.904-05;Gael Henrique Barros;84 5266 9300;Vale de Pires, 81;SP;Campinas;8;HD Externo;400;5;2035.06;35.06;João Sampaio;2025-10-19;2025-10-19
249;964.102.875-85;Vinicius Lopes;(051) 7133-3447;Praça Costela, 434;RJ;Fortaleza;9;Pen Drive;60;10;616.38;16.38;Emilly Jesus;2025-10-15;2025-10-15
250;437.129.805-23;Catarina Duarte;61 3669 4118;Loteamento da Costa;RJ;Petrópolis;7;Impressora;700;9;6318.82;18.82;Maria Pereira;2025-10-24;2025-11-02
251;908.245.316-98;Maria Eduarda Cardoso;84 0924-2875;Chácara Dias, 562;RJ;Niterói;9;Pen Drive;60;1;85.09;25.09;Levi Aparecida;2025-10-26;2025-10-29
252;456.279.831-91;Eloah Dias;(084) 2870-3203;Recanto da Luz, 77;SP;Santos;6;Monitor;900;7;934.92;34.92;Thales Aparecida;2025-09-25;2025-11-02
253;879.301.546-10;João Miguel Cirino;+55 (041) 8499-3908;Estação de Leão, 4;RJ;Petrópolis;10;Webcam;300;5;1518.17;18.17;Aylla Farias;2025-08-31;2025-10-13
254;165.402.978-58;Pietra Marques;+55 81 9050-9759;Avenida Ramos, 15;CE;Rio de Janeiro;8;HD Externo;400;3;1206.69;6.69;Srta. Maria Helena Borges;2025-09-22;2025-09-29
255;610.985.342-98;Daniela Campos;(031) 7649 2515;Residencial Machado, 57;SP;Campinas;8;HD Externo;400;3;1223.63;23.63;Mariana Borges;2025-10-13;2025-10-30
256;926.530.481-24;Heloisa Ramos;+55 (021) 7881-4761;Lagoa Kaique Cardoso, 93;SP;Santos;8;HD Externo;400;2;833.78;33.78;Laís Nunes;2025-09-01;2025-09-05
257;081.435.972-88;Dr. Bruno Vargas;21 0172-2601;Lagoa de Dias, 577;SP;Campinas;2;Smartphone;1800;8;14420.05;20.05;Sr. Heitor Cirino;2025-09-03;2025-11-01
258;416.905.372-99;Rhavi Marques;71 9749 9564;Conjunto Albuquerque;CE;Rio de Janeiro;3;Fone de Ouvido;250;8;2043.38;43.38;Daniel Almeida;2025-10-10;2025-10-14
259;037.516.829-02;Kevin Vargas;(061) 2760-1227;Alameda Manuella Pacheco, 53;MG;Juiz de Fora;6;Monitor;900;2;1846.56;46.56;Maria Júlia Aragão;2025-09-18;2025-09-22
260;697.548.201-20;Raquel Moraes;0900 973 0806;Sítio Davi Lucas da Mata, 27;RJ;Fortaleza;6;Monitor;900;8;7200.0;32.43;Manuella Machado;2025-10-10;2025-10-10
261;437.281.965-09;Nina Cardoso;(021) 6657 2934;Chácara de Rios, 32;RJ;Petrópolis;1;Notebook;3500;2;7037.89;37.89;Emanuel Pereira;2025-09-28;2025-10-26
262;743.180.562-44;Sr. Erick Montenegro;+55 (051) 1561 9318;Jardim Carolina Viana, 90;SP;Campinas;2;Smartphone;1800;6;10845.69;45.69;Dom Sales;2025-10-20;2025-10-28
263;107.638.425-08;Ana Cecília Montenegro;+55 51 2135 2478;Colônia de Cassiano, 35;MG;Uberlândia;1;Notebook;3500;2;7019.31;19.31;Guilherme Macedo;2025-10-26;2025-11-01
264;037.264.198-96;Dr. Luiz Miguel Pires;+55 51 2863 2666;Viela de Fonseca, 8;CE;Caucaia;7;Impressora;700;3;734.92;34.92;Anthony Silva;2025-10-16;2025-11-01
265;158.396.074-01;Clarice Oliveira;+55 (081) 8466 8455;Rua Juan Sampaio;CE;Caucaia;4;Mouse;80;4;369.74;49.74;Melissa Ramos;2025-09-11;2025-10-09
266;975.683.140-57;Vitor Gabriel Farias;51 2884 3188;Loteamento de Sá, 10;CE;Rio de Janeiro;9;Pen Drive;60;8;513.12;33.12;Joana da Costa;2025-10-18;2025-10-22
267;681.502.437-71;Benicio Sá;+55 71 7490 7539;Vereda de Rios, 693;SP;Campinas;2;Smartphone;1800;2;3611.66;11.66;João Miguel Rios;2025-10-15;2025-10-28
268;263.094.175-25;Diogo Silva;(011) 6110-6273;Núcleo Rocha, 969;MG;Uberlândia;9;Pen Drive;60;2;158.32;38.32;Maria Laura da Luz;2025-10-03;2025-10-22
269;796.815.432-46;Théo Moura;+55 71 3770 2851;Condomínio Isaque Freitas, 940;SP;Campinas;7;Impressora;700;7;4914.52;14.52;Dante Freitas;2025-09-16;2025-10-03
270;470.615.389-10;Henrique Cirino;(084) 0185-1067;Travessa Marcela Fernandes, 37;RJ;Petrópolis;5;Teclado;150;10;1522.8;22.8;Thiago Porto;2025-09-26;2025-10-13
271;725.049.316-70;Maitê Nogueira;+55 (061) 7412 0948;Via Novais, 4;RJ;Fortaleza;2;Smartphone;1800;9;16216.71;16.71;Ágatha Oliveira;2025-10-13;2025-11-02
272;837.405.169-84;Joaquim Santos;0800 718 9569;Alameda Carolina Lopes;CE;Caucaia;8;HD Externo;400;5;2021.01;21.01;Oliver Alves;2025-10-19;2025-10-23
273;418.097.263-87;Caio Cassiano;(041) 6209 5200;Colônia Antonella Casa Grande, 55;RJ;Niterói;1;Notebook;3500;6;21036.55;36.55;Bárbara Aragão;2025-09-10;2025-10-20
274;937.468.015-75;Dr. Yuri Jesus;+55 (084) 7063 0489;Feira Teixeira, 724;MG;Juiz de Fora;6;Monitor;900;4;3620.45;20.45;Antonella Porto;2025-09-28;2025-10-26
275;259.614.378-09;Alexandre Martins;0900-420-0749;Parque de Ferreira, 99;RJ;Niterói;5;Teclado;150;8;1245.05;45.05;Augusto Castro;2025-10-12;2025-10-24
276;416.508.297-01;Sofia Dias;(081) 4743 5537;Alameda João Felipe Ramos, 8;RJ;Petrópolis;8;HD Externo;400;3;1215.56;15.56;Anthony Rocha;2025-09-09;2025-10-09
277;761.850.429-67;Camila Fogaça;41 9562 0175;Aeroporto Pedro Miguel Souza, 5;SP;Santos;10;Webcam;300;1;339.16;39.16;Maria Alice Correia;2025-09-04;2025-10-10
278;438.720.519-97;Gael Henrique Porto;61 1498 7283;Travessa de Rocha, 292;CE;Rio de Janeiro;8;HD Externo;400;10;4007.33;7.33;Carolina Souza;2025-09-02;2025-09-18
279;934.150.286-15;Paulo Ramos;+55 (071) 5664 1877;Área de Silveira, 50;MG;Uberlândia;4;Mouse;80;4;354.14;34.14;Yasmin Machado;2025-09-17;2025-10-05
